Al;Ca;Fe ;K ;Mg;Na;Ag ;As ;Ba;Cd ;Co ;Cr;Cu;Mn;Ni;Pb;Rb ;Sb ;Sn ;Sr;Ti;V;Zn;NH4;Cl;NO3;SO4;TC
21.604650587739;56.6714587822842;56.4907574872544;101.084970837732;26.5135158004375;169.626176028061;0.056498935410532;1.53861821015306;1.10808978692491;0.175774055814304;0.064733595790747;1.95847680221904;3.95536166184382;1.66606538621751;1.92059390989012;9.42091477167113;0.218227135538697;1.28577543610409;2.154089414724;0.370453296148484;0.946927049155901;1.0700943325879;20.4431005927757;1660.99274345239;456.834412139175;5321.64815389566;1546.61002283584;6361.90709976859
19.1755069019442;52.4648923477405;40.2589564889619;91.4854921872;43.0411616558511;332.992579452003;0.010433304350238;1.17381189017713;0.77285874288025;0.196658475820479;0.049152974590464;0.957150651450252;3.16495622366799;1.07791161285938;1.98117127968009;7.8279184791785;0.160012381310682;0.735497058035598;2.68691140477126;0.340526766351801;0.0029498305;1.35008604967751;16.267949277289;1822.4188778357;880.296369714276;4183.05487074923;2614.93192991255;5834.39163691985
11.0300610143235;41.1005555692163;34.8209479280123;66.8075960227715;44.7278367427665;335.93652387789;0.001390541966656;0.712528629904623;0.660830287732401;0.053300048747102;0.013823954913665;0.363127426323307;1.78589111967247;0.148442322755161;0.698821659151138;7.9771050054055;0.087902799022447;0.723409754910646;0.360476081462997;0.374498592243964;0.0029498305;0.36802439970157;17.2687750626098;2211.77454189438;834.274298765118;5592.92172997472;2568.76503483372;2906.98064766391
21.4555892490938;85.3418694136072;104.246952971184;120.177479406887;69.7925277162011;480.404491078398;0.042924644721724;1.05412285474777;0.898673234970981;0.185530497518847;0.068974511158157;1.51591457555532;2.9416834333837;7.54852707147147;2.71229766788652;13.8562071783857;0.266589145311795;0.701713696422633;0.829910538498076;0.563765161291309;0.0029498305;2.24490756335637;62.186671379368;2557.58727225785;988.481970830059;4955.01123764764;3510.19033675309;3788.92739855602
27.1946634571496;37.0197488457006;88.2438014677423;166.918587365029;31.3476709604182;272.215164457219;0.03780355930451;0.72257345422707;1.40071373550609;0.357393658936879;0.067200066749324;1.58566303654502;3.22147484508644;3.09430510054031;2.2515915179528;18.9584806267748;0.454907222980732;0.722090476620321;1.43113203149357;0.406797558012276;2.14021749327437;1.66134960767676;39.9707489591928;2554.74576087353;451.037239338682;8370.05161154063;2086.06295482209;4821.26152579708
23.1586849797566;41.4385921531551;56.1033310111617;160.958418190055;14.2628443982022;108.340505279588;0.030230980797395;1.02680046850175;0.802019634131004;0.27188261084491;0.041603458193499;1.08055944797131;2.25357156764597;2.45676296330533;1.6477314674511;10.0131815867003;0.41645061651692;0.676620814005547;1.42741465061893;0.284474670372836;1.6882185714039;0.886837144906125;24.2289083781031;2802.95069375768;383.179253261392;9941.87652665707;2872.50320140114;5609.40874442696
40.0899273596462;81.6980560391616;74.1574030756611;120.32839775955;13.0172765443391;83.7001482157999;0.024251295153911;0.79115667129657;1.11417524279108;0.171732676567075;0.044658379686057;1.91893975802808;2.00408216034671;1.63187694023339;1.51268332988196;7.99619870247247;0.307772769229991;0.427282293775918;1.13454151029173;0.325021739101995;0.480670493612328;0.487121158458836;23.2329656801914;4049.95452599738;328.326874879293;15861.6097501321;4556.4857342681;3295.7909635502
34.8622380866416;120.763437894728;195.784583038545;219.086715208662;14.3293231775207;80.6207730115047;0.02782468015076;0.89095320343958;1.69837644553778;0.35420086203811;0.059843668116198;3.84187024927968;30.9601398539475;4.19860457542511;2.90921237275181;16.2476524108863;0.434328244996472;0.631914938925267;1.31809953573648;0.389476820859399;1.00452599407667;0.730845071416787;93.8847559276092;171.66763743726;1732.60958641082;8978.58067478962;2324.40213722929;9708.36957982083
50.2886512113124;52.2822969401733;143.65485614324;128.186112333915;28.0218363952234;195.712418650693;0.03094503835165;1.42490723516144;0.812680419476835;0.16524604193694;0.160897616791614;1.20464637834648;2.84528156901071;21.4537551103083;8.01636930486714;7.77928243347378;0.350671726550182;0.542747948399704;0.595846664236688;0.276019245614793;2.63372185680896;4.94808966401357;20.4450827337849;2344.81433407909;639.477731305376;5921.61276664314;1802.33969647498;2949.61628969893
15.0545472510062;43.9785413653905;74.5467160737509;48.5427117657488;55.0818808815034;403.305376811179;0.001156689212008;0.705474130993835;0.557079679486787;0.005338292496636;0.022354390293283;1.01637025298355;0.891558469580627;11.530027558997;1.36915137093184;3.63475301179637;0.074726323612963;0.153601757545512;0.166387791387504;0.432322837997206;1.04212937417364;0.78066780798834;8.72193790154518;1113.87833131066;609.897055749572;913.190551804692;1575.52001995996;1418.15104812225
